,Airspace id,Fullname,Date (America/Chicago),Temperature shock - color,Temperature (°C) - data,ReHS - color,ReHS - data
167,353,"Barn 1, Room 1",2020-12-21,green,,blue,
168,353,"Barn 1, Room 1",2020-12-22,green,,blue,
169,353,"Barn 1, Room 1",2020-12-23,green,,blue,
170,353,"Barn 1, Room 1",2020-12-24,blue,,blue,
171,353,"Barn 1, Room 1",2020-12-25,blue,,blue,
172,353,"Barn 1, Room 1",2020-12-26,blue,,blue,
173,353,"Barn 1, Room 1",2020-12-27,blue,,blue,
174,353,"Barn 1, Room 1",2020-12-28,blue,,blue,
175,353,"Barn 1, Room 1",2020-12-29,blue,,blue,
176,353,"Barn 1, Room 1",2020-12-30,blue,,blue,
177,353,"Barn 1, Room 1",2020-12-31,blue,,blue,
178,353,"Barn 1, Room 1",2021-01-01,blue,,blue,
179,353,"Barn 1, Room 1",2021-01-02,blue,,blue,
180,353,"Barn 1, Room 1",2021-01-03,blue,,blue,
0,353,"Barn 1, Room 1",2021-01-04,green,17.2,green,
1,353,"Barn 1, Room 1",2021-01-05,green,17.15,green,97.0
2,353,"Barn 1, Room 1",2021-01-06,green,16.92,green,96.0
3,353,"Barn 1, Room 1",2021-01-07,green,17.13,green,98.0
4,353,"Barn 1, Room 1",2021-01-08,green,17.08,green,96.0
5,353,"Barn 1, Room 1",2021-01-09,green,17.17,green,94.0
6,353,"Barn 1, Room 1",2021-01-10,green,17.25,green,96.0
7,353,"Barn 1, Room 1",2021-01-11,green,22.69,green,97.0
8,353,"Barn 1, Room 1",2021-01-12,green,27.36,green,98.0
9,353,"Barn 1, Room 1",2021-01-13,yellow,16.83,green,96.0
10,353,"Barn 1, Room 1",2021-01-14,green,16.76,green,98.0
11,353,"Barn 1, Room 1",2021-01-15,green,16.99,green,96.0
12,353,"Barn 1, Room 1",2021-01-16,green,16.81,green,93.0
13,353,"Barn 1, Room 1",2021-01-17,red,18.58,green,98.0
14,353,"Barn 1, Room 1",2021-01-18,green,30.59,green,96.0
15,353,"Barn 1, Room 1",2021-01-19,yellow,30.65,green,96.0
16,353,"Barn 1, Room 1",2021-01-20,yellow,30.79,green,95.0
17,353,"Barn 1, Room 1",2021-01-21,yellow,29.3,green,93.0
18,353,"Barn 1, Room 1",2021-01-22,green,29.56,green,92.0
19,353,"Barn 1, Room 1",2021-01-23,green,29.8,green,97.0
20,353,"Barn 1, Room 1",2021-01-24,yellow,29.16,green,96.0
21,353,"Barn 1, Room 1",2021-01-25,green,28.61,green,92.0
22,353,"Barn 1, Room 1",2021-01-26,blue,29.1,green,81.0
23,353,"Barn 1, Room 1",2021-01-27,green,29.28,green,95.0
24,353,"Barn 1, Room 1",2021-01-28,blue,29.01,green,97.0
25,353,"Barn 1, Room 1",2021-01-29,green,28.22,green,95.0
26,353,"Barn 1, Room 1",2021-01-30,red,29.01,green,97.0
27,353,"Barn 1, Room 1",2021-01-31,yellow,30.57,green,96.0
28,353,"Barn 1, Room 1",2021-02-01,green,28.28,green,93.0
29,353,"Barn 1, Room 1",2021-02-02,green,26.57,green,92.0
30,353,"Barn 1, Room 1",2021-02-03,green,26.62,green,92.0
31,353,"Barn 1, Room 1",2021-02-04,green,25.8,green,86.0
32,353,"Barn 1, Room 1",2021-02-05,green,25.9,green,92.0
33,353,"Barn 1, Room 1",2021-02-06,green,25.39,green,93.0
34,353,"Barn 1, Room 1",2021-02-07,green,25.1,green,89.0
35,353,"Barn 1, Room 1",2021-02-08,green,25.1,green,93.0
36,353,"Barn 1, Room 1",2021-02-09,green,24.75,green,83.0
37,353,"Barn 1, Room 1",2021-02-10,green,24.2,green,86.0
38,353,"Barn 1, Room 1",2021-02-11,green,23.69,green,91.0
39,353,"Barn 1, Room 1",2021-02-12,yellow,24.02,green,92.0
40,353,"Barn 1, Room 1",2021-02-13,green,24.0,green,91.0
41,353,"Barn 1, Room 1",2021-02-14,green,23.7,green,89.0
42,353,"Barn 1, Room 1",2021-02-15,green,23.8,green,94.0
43,353,"Barn 1, Room 1",2021-02-16,green,23.33,green,94.0
44,353,"Barn 1, Room 1",2021-02-17,green,22.98,green,94.0
45,353,"Barn 1, Room 1",2021-02-18,green,22.46,green,93.0
46,353,"Barn 1, Room 1",2021-02-19,yellow,22.49,green,93.0
47,353,"Barn 1, Room 1",2021-02-20,blue,23.12,green,94.0
48,353,"Barn 1, Room 1",2021-02-21,yellow,22.73,green,94.0
49,353,"Barn 1, Room 1",2021-02-22,yellow,22.44,green,91.0
50,353,"Barn 1, Room 1",2021-02-23,yellow,22.7,green,88.0
51,353,"Barn 1, Room 1",2021-02-24,yellow,22.41,green,91.0
52,353,"Barn 1, Room 1",2021-02-25,red,22.97,green,94.0
53,353,"Barn 1, Room 1",2021-02-26,green,22.68,green,91.0
54,353,"Barn 1, Room 1",2021-02-27,green,22.4,green,87.0
55,353,"Barn 1, Room 1",2021-02-28,yellow,21.96,green,85.0
56,353,"Barn 1, Room 1",2021-03-01,green,21.83,green,88.0
57,353,"Barn 1, Room 1",2021-03-02,yellow,21.51,green,88.0
58,353,"Barn 1, Room 1",2021-03-03,green,22.13,green,84.0
59,353,"Barn 1, Room 1",2021-03-04,green,21.3,green,88.0
60,353,"Barn 1, Room 1",2021-03-05,yellow,21.36,green,88.0
61,353,"Barn 1, Room 1",2021-03-06,green,21.31,green,90.0
62,353,"Barn 1, Room 1",2021-03-07,green,21.47,green,89.0
63,353,"Barn 1, Room 1",2021-03-08,green,22.46,green,91.0
64,353,"Barn 1, Room 1",2021-03-09,green,22.85,green,90.0
65,353,"Barn 1, Room 1",2021-03-10,green,22.84,green,86.0
66,353,"Barn 1, Room 1",2021-03-11,green,21.8,green,84.0
67,353,"Barn 1, Room 1",2021-03-12,green,21.96,green,88.0
68,353,"Barn 1, Room 1",2021-03-13,green,22.04,green,91.0
69,353,"Barn 1, Room 1",2021-03-14,green,21.59,green,92.0
70,353,"Barn 1, Room 1",2021-03-15,green,21.07,green,91.0
71,353,"Barn 1, Room 1",2021-03-16,green,22.0,green,95.0
72,353,"Barn 1, Room 1",2021-03-17,green,21.76,green,93.0
73,353,"Barn 1, Room 1",2021-03-18,green,21.65,green,94.0
74,353,"Barn 1, Room 1",2021-03-19,green,21.69,green,92.0
75,353,"Barn 1, Room 1",2021-03-20,green,21.97,green,94.0
76,353,"Barn 1, Room 1",2021-03-21,yellow,22.95,green,95.0
77,353,"Barn 1, Room 1",2021-03-22,yellow,22.57,green,95.0
78,353,"Barn 1, Room 1",2021-03-23,green,22.3,green,93.0
79,353,"Barn 1, Room 1",2021-03-24,green,21.99,green,93.0
80,353,"Barn 1, Room 1",2021-03-25,green,21.55,green,92.0
81,353,"Barn 1, Room 1",2021-03-26,green,21.66,green,92.0
82,353,"Barn 1, Room 1",2021-03-27,green,21.97,green,93.0
83,353,"Barn 1, Room 1",2021-03-28,green,21.13,green,90.0
84,353,"Barn 1, Room 1",2021-03-29,yellow,22.33,green,91.0
85,353,"Barn 1, Room 1",2021-03-30,green,22.02,green,93.0
86,353,"Barn 1, Room 1",2021-03-31,green,21.56,green,91.0
87,353,"Barn 1, Room 1",2021-04-01,yellow,21.66,green,93.0
88,353,"Barn 1, Room 1",2021-04-02,yellow,22.0,green,95.0
89,353,"Barn 1, Room 1",2021-04-03,yellow,22.89,green,95.0
90,353,"Barn 1, Room 1",2021-04-04,green,22.94,green,96.0
91,353,"Barn 1, Room 1",2021-04-05,green,23.63,green,95.0
92,353,"Barn 1, Room 1",2021-04-06,green,24.21,green,93.0
93,353,"Barn 1, Room 1",2021-04-07,green,23.78,green,95.0
94,353,"Barn 1, Room 1",2021-04-08,green,22.13,green,97.0
95,353,"Barn 1, Room 1",2021-04-09,green,22.95,green,96.0
96,353,"Barn 1, Room 1",2021-04-10,green,22.43,green,93.0
97,353,"Barn 1, Room 1",2021-04-11,green,20.93,green,75.0
98,353,"Barn 1, Room 1",2021-04-12,yellow,21.9,green,67.0
99,353,"Barn 1, Room 1",2021-04-13,yellow,21.87,green,71.0
100,353,"Barn 1, Room 1",2021-04-14,green,21.49,yellow,55.0
101,353,"Barn 1, Room 1",2021-04-15,yellow,21.78,yellow,55.0
102,353,"Barn 1, Room 1",2021-04-16,blue,22.28,green,72.0
103,353,"Barn 1, Room 1",2021-04-17,yellow,22.31,yellow,56.0
104,353,"Barn 1, Room 1",2021-04-18,yellow,22.14,green,75.0
105,353,"Barn 1, Room 1",2021-04-19,green,21.88,green,90.0
106,353,"Barn 1, Room 1",2021-04-20,yellow,20.81,green,96.0
107,353,"Barn 1, Room 1",2021-04-21,green,21.9,green,96.0
108,353,"Barn 1, Room 1",2021-04-22,yellow,22.44,green,96.0
109,353,"Barn 1, Room 1",2021-04-23,green,22.06,green,96.0
110,353,"Barn 1, Room 1",2021-04-24,green,22.57,green,96.0
111,353,"Barn 1, Room 1",2021-04-25,green,22.1,green,96.0
112,353,"Barn 1, Room 1",2021-04-26,yellow,23.9,green,96.0
113,353,"Barn 1, Room 1",2021-04-27,yellow,25.34,green,96.0
114,353,"Barn 1, Room 1",2021-04-28,green,23.4,green,96.0
115,353,"Barn 1, Room 1",2021-04-29,green,23.1,green,94.0
116,353,"Barn 1, Room 1",2021-04-30,yellow,22.57,green,97.0
117,353,"Barn 1, Room 1",2021-05-01,yellow,24.54,green,94.0
118,353,"Barn 1, Room 1",2021-05-02,green,24.11,green,94.0
119,353,"Barn 1, Room 1",2021-05-03,green,23.32,green,90.0
120,353,"Barn 1, Room 1",2021-05-04,green,22.81,green,94.0
121,353,"Barn 1, Room 1",2021-05-05,green,22.05,green,96.0
122,353,"Barn 1, Room 1",2021-05-06,yellow,22.78,green,98.0
123,353,"Barn 1, Room 1",2021-05-07,yellow,21.8,green,97.0
181,353,"Barn 1, Room 1",2021-05-08,yellow,,green,96.0
182,353,"Barn 1, Room 1",2021-05-09,yellow,,green,96.0
124,353,"Barn 1, Room 1",2021-05-10,green,22.33,green,97.0
125,353,"Barn 1, Room 1",2021-05-11,yellow,22.05,green,98.0
126,353,"Barn 1, Room 1",2021-05-12,yellow,21.5,green,96.0
127,353,"Barn 1, Room 1",2021-05-13,yellow,21.88,green,97.0
128,353,"Barn 1, Room 1",2021-05-14,green,22.32,green,97.0
129,353,"Barn 1, Room 1",2021-05-15,green,23.18,green,98.0
130,353,"Barn 1, Room 1",2021-05-16,green,23.26,green,97.0
131,353,"Barn 1, Room 1",2021-05-17,green,23.03,green,94.0
132,353,"Barn 1, Room 1",2021-05-18,green,23.01,green,91.0
133,353,"Barn 1, Room 1",2021-05-19,blue,23.72,green,96.0
134,353,"Barn 1, Room 1",2021-05-20,yellow,25.45,green,96.0
135,353,"Barn 1, Room 1",2021-05-21,green,25.16,green,97.0
136,353,"Barn 1, Room 1",2021-05-22,green,24.64,green,96.0
137,353,"Barn 1, Room 1",2021-05-23,yellow,25.87,green,96.0
138,353,"Barn 1, Room 1",2021-05-24,yellow,26.51,green,94.0
139,353,"Barn 1, Room 1",2021-05-25,yellow,25.34,green,95.0
140,353,"Barn 1, Room 1",2021-05-26,red,25.23,green,97.0
141,353,"Barn 1, Room 1",2021-05-27,green,22.92,green,96.0
142,353,"Barn 1, Room 1",2021-05-28,green,22.75,green,97.0
143,353,"Barn 1, Room 1",2021-05-29,yellow,21.62,green,96.0
144,353,"Barn 1, Room 1",2021-05-30,green,21.64,green,97.0
145,353,"Barn 1, Room 1",2021-05-31,green,22.08,green,95.0
146,353,"Barn 1, Room 1",2021-06-01,green,22.53,green,98.0
147,353,"Barn 1, Room 1",2021-06-02,yellow,22.94,green,96.0
148,353,"Barn 1, Room 1",2021-06-03,red,24.6,green,97.0
149,353,"Barn 1, Room 1",2021-06-04,yellow,25.76,green,96.0
150,353,"Barn 1, Room 1",2021-06-05,yellow,26.61,green,93.0
151,353,"Barn 1, Room 1",2021-06-06,yellow,26.2,green,94.0
152,353,"Barn 1, Room 1",2021-06-07,green,25.62,green,93.0
153,353,"Barn 1, Room 1",2021-06-08,yellow,25.64,green,93.0
154,353,"Barn 1, Room 1",2021-06-09,yellow,25.77,green,95.0
155,353,"Barn 1, Room 1",2021-06-10,yellow,27.31,green,92.0
156,353,"Barn 1, Room 1",2021-06-11,red,28.53,green,89.0
157,353,"Barn 1, Room 1",2021-06-12,yellow,29.14,green,91.0
158,353,"Barn 1, Room 1",2021-06-13,red,26.66,green,90.0
159,353,"Barn 1, Room 1",2021-06-14,yellow,25.87,green,93.0
160,353,"Barn 1, Room 1",2021-06-15,yellow,25.41,green,94.0
161,353,"Barn 1, Room 1",2021-06-16,red,24.97,green,95.0
162,353,"Barn 1, Room 1",2021-06-17,yellow,27.78,green,94.0
163,353,"Barn 1, Room 1",2021-06-18,yellow,29.63,green,86.0
164,353,"Barn 1, Room 1",2021-06-19,green,24.75,green,94.0
165,353,"Barn 1, Room 1",2021-06-20,green,26.4,green,96.0
166,353,"Barn 1, Room 1",2021-06-21,green,26.4,green,
183,353,"Barn 1, Room 1",2021-06-21,green,22.77,green,90.0
184,353,"Barn 1, Room 1",2021-06-22,green,22.06,green,95.0
185,353,"Barn 1, Room 1",2021-06-23,yellow,24.56,green,98.0
186,353,"Barn 1, Room 1",2021-06-24,green,23.14,green,96.0
187,353,"Barn 1, Room 1",2021-06-25,yellow,24.76,green,96.0
188,353,"Barn 1, Room 1",2021-06-26,green,25.42,green,95.0
189,353,"Barn 1, Room 1",2021-06-27,yellow,25.47,green,96.0
190,353,"Barn 1, Room 1",2021-06-28,green,25.06,green,94.0
191,353,"Barn 1, Room 1",2021-06-29,yellow,25.68,green,96.0
192,353,"Barn 1, Room 1",2021-06-30,green,24.0,green,97.0
193,353,"Barn 1, Room 1",2021-07-01,yellow,24.43,green,97.0
194,353,"Barn 1, Room 1",2021-07-02,yellow,21.85,green,98.0
195,353,"Barn 1, Room 1",2021-07-03,yellow,22.72,green,98.0
196,353,"Barn 1, Room 1",2021-07-04,yellow,24.82,green,97.0
197,353,"Barn 1, Room 1",2021-07-05,yellow,25.95,green,98.0
198,353,"Barn 1, Room 1",2021-07-06,yellow,35.47,green,99.0
199,353,"Barn 1, Room 1",2021-07-07,yellow,50.31,green,97.0
200,353,"Barn 1, Room 1",2021-07-08,green,22.9,green,98.0
201,353,"Barn 1, Room 1",2021-07-09,yellow,20.78,green,99.0
202,353,"Barn 1, Room 1",2021-07-10,green,20.83,green,98.0
203,353,"Barn 1, Room 1",2021-07-11,green,21.61,green,98.0
204,353,"Barn 1, Room 1",2021-07-12,green,21.25,green,97.0
205,353,"Barn 1, Room 1",2021-07-13,green,22.18,green,97.0
206,353,"Barn 1, Room 1",2021-07-14,green,24.59,green,96.0
207,353,"Barn 1, Room 1",2021-07-15,green,24.07,green,99.0
208,353,"Barn 1, Room 1",2021-07-16,green,22.66,green,96.0
209,353,"Barn 1, Room 1",2021-07-17,yellow,23.2,green,96.0
210,353,"Barn 1, Room 1",2021-07-18,yellow,23.92,green,96.0
211,353,"Barn 1, Room 1",2021-07-19,blue,24.84,green,99.0
212,353,"Barn 1, Room 1",2021-07-20,green,26.49,green,99.0
213,353,"Barn 1, Room 1",2021-07-21,green,26.97,green,97.0
214,353,"Barn 1, Room 1",2021-07-22,green,27.89,green,98.0
215,353,"Barn 1, Room 1",2021-07-23,green,28.42,green,96.0
216,353,"Barn 1, Room 1",2021-07-24,yellow,29.08,green,98.0
217,353,"Barn 1, Room 1",2021-07-25,yellow,28.48,green,98.0
218,353,"Barn 1, Room 1",2021-07-26,blue,27.79,green,99.0
219,353,"Barn 1, Room 1",2021-07-27,blue,27.41,green,98.0
220,353,"Barn 1, Room 1",2021-07-28,blue,27.73,green,96.0
221,353,"Barn 1, Room 1",2021-07-29,blue,28.2,green,98.0
222,353,"Barn 1, Room 1",2021-07-30,blue,26.8,green,94.0
223,353,"Barn 1, Room 1",2021-07-31,green,26.62,green,90.0
224,353,"Barn 1, Room 1",2021-08-01,green,27.13,green,85.0
225,353,"Barn 1, Room 1",2021-08-02,green,26.84,green,91.0
226,353,"Barn 1, Room 1",2021-08-03,green,27.24,green,88.0
227,353,"Barn 1, Room 1",2021-08-04,green,27.92,green,90.0
228,353,"Barn 1, Room 1",2021-08-05,green,27.58,green,88.0
229,353,"Barn 1, Room 1",2021-08-06,green,27.28,green,95.0
230,353,"Barn 1, Room 1",2021-08-07,green,28.93,green,93.0
231,353,"Barn 1, Room 1",2021-08-08,green,28.63,green,93.0
232,353,"Barn 1, Room 1",2021-08-09,green,28.32,green,95.0
233,353,"Barn 1, Room 1",2021-08-10,green,29.97,green,94.0
234,353,"Barn 1, Room 1",2021-08-11,green,29.04,green,94.0
235,353,"Barn 1, Room 1",2021-08-12,green,26.66,green,92.0
236,353,"Barn 1, Room 1",2021-08-13,green,26.12,green,90.0
237,353,"Barn 1, Room 1",2021-08-14,green,25.35,green,83.0
238,353,"Barn 1, Room 1",2021-08-15,yellow,24.6,green,94.0
239,353,"Barn 1, Room 1",2021-08-16,green,24.78,green,91.0
240,353,"Barn 1, Room 1",2021-08-17,green,26.17,green,79.0
241,353,"Barn 1, Room 1",2021-08-18,yellow,27.41,green,87.0
242,353,"Barn 1, Room 1",2021-08-19,yellow,27.36,green,85.0
243,353,"Barn 1, Room 1",2021-08-20,green,27.52,green,88.0
244,353,"Barn 1, Room 1",2021-08-21,green,26.94,green,88.0
245,353,"Barn 1, Room 1",2021-08-22,yellow,26.89,green,88.0
246,353,"Barn 1, Room 1",2021-08-23,green,26.84,green,92.0
247,353,"Barn 1, Room 1",2021-08-24,yellow,28.6,green,89.0
248,353,"Barn 1, Room 1",2021-08-25,yellow,28.22,green,88.0
249,353,"Barn 1, Room 1",2021-08-26,green,27.14,green,90.0
250,353,"Barn 1, Room 1",2021-08-27,yellow,27.85,green,95.0
251,353,"Barn 1, Room 1",2021-08-28,green,28.14,green,95.0
252,353,"Barn 1, Room 1",2021-08-29,yellow,27.75,green,95.0
253,353,"Barn 1, Room 1",2021-08-30,green,26.26,green,97.0
254,353,"Barn 1, Room 1",2021-08-31,green,25.47,green,97.0
255,353,"Barn 1, Room 1",2021-09-01,green,25.23,green,89.0
256,353,"Barn 1, Room 1",2021-09-02,green,24.38,green,80.0
257,353,"Barn 1, Room 1",2021-09-03,green,24.36,green,86.0
258,353,"Barn 1, Room 1",2021-09-04,green,25.05,green,87.0
259,353,"Barn 1, Room 1",2021-09-05,green,25.16,green,89.0
260,353,"Barn 1, Room 1",2021-09-06,yellow,25.93,green,84.0
261,353,"Barn 1, Room 1",2021-09-07,yellow,26.67,green,79.0
262,353,"Barn 1, Room 1",2021-09-08,yellow,24.82,green,78.0
263,353,"Barn 1, Room 1",2021-09-09,yellow,24.67,green,72.0
264,353,"Barn 1, Room 1",2021-09-10,green,25.35,yellow,53.0
265,353,"Barn 1, Room 1",2021-09-11,green,26.7,yellow,45.0
266,353,"Barn 1, Room 1",2021-09-12,yellow,27.0,red,37.0
267,353,"Barn 1, Room 1",2021-09-13,green,26.84,yellow,51.0
268,353,"Barn 1, Room 1",2021-09-14,green,26.94,yellow,55.0
269,353,"Barn 1, Room 1",2021-09-15,green,24.99,green,68.0
270,353,"Barn 1, Room 1",2021-09-16,yellow,25.2,green,76.0
271,353,"Barn 1, Room 1",2021-09-17,yellow,26.11,green,78.0
272,353,"Barn 1, Room 1",2021-09-18,yellow,26.62,green,86.0
273,353,"Barn 1, Room 1",2021-09-19,green,26.58,green,91.0
274,353,"Barn 1, Room 1",2021-09-20,yellow,26.82,green,95.0
275,353,"Barn 1, Room 1",2021-09-21,green,23.79,green,92.0
276,353,"Barn 1, Room 1",2021-09-22,green,23.22,green,92.0
277,353,"Barn 1, Room 1",2021-09-23,green,23.34,green,80.0
278,353,"Barn 1, Room 1",2021-09-24,yellow,24.15,green,84.0
279,353,"Barn 1, Room 1",2021-09-25,green,23.89,green,91.0
280,353,"Barn 1, Room 1",2021-09-26,green,24.81,green,92.0
281,353,"Barn 1, Room 1",2021-09-27,yellow,26.7,green,86.0
282,353,"Barn 1, Room 1",2021-09-28,yellow,25.8,green,87.0
283,353,"Barn 1, Room 1",2021-09-29,green,25.96,green,86.0
284,353,"Barn 1, Room 1",2021-09-30,green,25.99,green,87.0
285,353,"Barn 1, Room 1",2021-10-01,green,25.16,green,82.0
286,353,"Barn 1, Room 1",2021-10-02,green,24.78,green,90.0
287,353,"Barn 1, Room 1",2021-10-03,green,24.22,green,92.0
288,353,"Barn 1, Room 1",2021-10-04,green,23.81,green,94.0
289,353,"Barn 1, Room 1",2021-10-05,green,23.5,green,92.0
290,353,"Barn 1, Room 1",2021-10-06,green,23.6,green,94.0
291,353,"Barn 1, Room 1",2021-10-07,green,23.7,green,93.0
292,353,"Barn 1, Room 1",2021-10-08,green,24.04,green,96.0
293,353,"Barn 1, Room 1",2021-10-09,green,25.27,green,95.0
294,353,"Barn 1, Room 1",2021-10-10,yellow,25.53,green,89.0
295,353,"Barn 1, Room 1",2021-10-11,green,23.55,green,83.0
296,353,"Barn 1, Room 1",2021-10-12,green,23.23,green,78.0
297,353,"Barn 1, Room 1",2021-10-13,green,23.89,green,88.0
298,353,"Barn 1, Room 1",2021-10-14,green,23.31,green,88.0
299,353,"Barn 1, Room 1",2021-10-15,green,22.89,green,87.0
300,353,"Barn 1, Room 1",2021-10-16,green,22.94,green,92.0
301,353,"Barn 1, Room 1",2021-10-17,green,22.98,green,87.0
302,353,"Barn 1, Room 1",2021-10-18,green,23.38,green,95.0
303,353,"Barn 1, Room 1",2021-10-19,green,22.97,green,97.0
304,353,"Barn 1, Room 1",2021-10-20,green,23.51,green,95.0
305,353,"Barn 1, Room 1",2021-10-21,green,22.2,green,95.0
306,353,"Barn 1, Room 1",2021-10-22,green,21.89,green,96.0
307,353,"Barn 1, Room 1",2021-10-23,green,22.06,green,98.0
308,353,"Barn 1, Room 1",2021-10-24,green,22.22,green,98.0
309,353,"Barn 1, Room 1",2021-10-25,yellow,21.75,green,98.0
310,353,"Barn 1, Room 1",2021-10-26,green,22.0,green,96.0
311,353,"Barn 1, Room 1",2021-10-27,green,21.42,green,96.0
312,353,"Barn 1, Room 1",2021-10-28,green,21.33,green,96.0
313,353,"Barn 1, Room 1",2021-10-29,green,21.11,green,94.0
314,353,"Barn 1, Room 1",2021-10-30,green,20.89,green,94.0
315,353,"Barn 1, Room 1",2021-10-31,green,20.56,green,97.0
316,353,"Barn 1, Room 1",2021-11-01,yellow,20.04,green,96.0
317,353,"Barn 1, Room 1",2021-11-02,yellow,19.81,green,90.0
318,353,"Barn 1, Room 1",2021-11-03,yellow,19.68,green,96.0
319,353,"Barn 1, Room 1",2021-11-04,yellow,19.77,green,98.0
320,353,"Barn 1, Room 1",2021-11-05,yellow,20.08,green,97.0
321,353,"Barn 1, Room 1",2021-11-06,green,20.56,green,97.0
322,353,"Barn 1, Room 1",2021-11-07,yellow,21.11,green,96.0
323,353,"Barn 1, Room 1",2021-11-08,green,21.03,green,94.0
324,353,"Barn 1, Room 1",2021-11-09,green,20.71,green,84.0
325,353,"Barn 1, Room 1",2021-11-10,yellow,20.79,green,97.0
326,353,"Barn 1, Room 1",2021-11-11,yellow,20.57,green,96.0
327,353,"Barn 1, Room 1",2021-11-12,yellow,19.83,green,94.0
328,353,"Barn 1, Room 1",2021-11-13,yellow,19.89,green,94.0
329,353,"Barn 1, Room 1",2021-11-14,yellow,20.06,green,99.0
330,353,"Barn 1, Room 1",2021-11-15,yellow,19.6,green,94.0
331,353,"Barn 1, Room 1",2021-11-16,green,20.49,green,96.0
332,353,"Barn 1, Room 1",2021-11-17,green,20.63,green,94.0
333,353,"Barn 1, Room 1",2021-11-18,yellow,19.61,green,97.0
334,353,"Barn 1, Room 1",2021-11-19,yellow,19.53,green,96.0
335,353,"Barn 1, Room 1",2021-11-20,green,20.92,green,96.0
336,353,"Barn 1, Room 1",2021-11-21,yellow,20.64,green,96.0
337,353,"Barn 1, Room 1",2021-11-22,yellow,19.52,green,97.0
338,353,"Barn 1, Room 1",2021-11-23,yellow,19.72,green,94.0
339,353,"Barn 1, Room 1",2021-11-24,yellow,20.86,green,94.0
340,353,"Barn 1, Room 1",2021-11-25,green,19.96,green,96.0
341,353,"Barn 1, Room 1",2021-11-26,yellow,19.45,green,97.0
342,353,"Barn 1, Room 1",2021-11-27,yellow,19.84,green,93.0
343,353,"Barn 1, Room 1",2021-11-28,yellow,19.33,green,94.0
344,353,"Barn 1, Room 1",2021-11-29,yellow,19.71,green,99.0
345,353,"Barn 1, Room 1",2021-11-30,yellow,20.34,green,96.0
346,353,"Barn 1, Room 1",2021-12-01,green,20.46,green,96.0
347,353,"Barn 1, Room 1",2021-12-02,yellow,20.73,green,97.0
348,353,"Barn 1, Room 1",2021-12-03,green,20.59,green,88.0
349,353,"Barn 1, Room 1",2021-12-04,yellow,20.35,green,93.0
350,353,"Barn 1, Room 1",2021-12-05,green,20.81,green,93.0
351,353,"Barn 1, Room 1",2021-12-06,green,19.48,green,82.0
352,353,"Barn 1, Room 1",2021-12-07,green,18.76,green,66.0
353,353,"Barn 1, Room 1",2021-12-08,green,19.06,yellow,51.0
354,353,"Barn 1, Room 1",2021-12-09,blue,20.23,blue,55.0
355,353,"Barn 1, Room 1",2021-12-10,green,20.64,yellow,56.0
356,353,"Barn 1, Room 1",2021-12-11,yellow,19.72,green,75.0
357,353,"Barn 1, Room 1",2021-12-12,green,19.75,green,90.0
358,353,"Barn 1, Room 1",2021-12-13,green,19.98,green,94.0
359,353,"Barn 1, Room 1",2021-12-14,green,20.58,green,97.0
360,353,"Barn 1, Room 1",2021-12-15,green,21.83,green,94.0
361,353,"Barn 1, Room 1",2021-12-16,green,19.9,green,96.0
362,353,"Barn 1, Room 1",2021-12-17,green,18.61,green,97.0
363,353,"Barn 1, Room 1",2021-12-18,green,18.67,green,97.0
364,353,"Barn 1, Room 1",2021-12-19,green,18.38,green,97.0
365,353,"Barn 1, Room 1",2021-12-20,green,18.38,green,
366,353,"Barn 1, Room 1",2021-12-20,green,18.68,green,96.0
367,353,"Barn 1, Room 1",2021-12-21,green,18.75,green,96.0
368,353,"Barn 1, Room 1",2021-12-22,green,18.55,green,98.0
369,353,"Barn 1, Room 1",2021-12-23,green,19.37,green,97.0
370,353,"Barn 1, Room 1",2021-12-24,green,20.38,green,97.0
371,353,"Barn 1, Room 1",2021-12-25,green,19.94,green,94.0
372,353,"Barn 1, Room 1",2021-12-26,green,19.52,green,97.0
373,353,"Barn 1, Room 1",2021-12-27,green,19.66,green,96.0
374,353,"Barn 1, Room 1",2021-12-28,green,18.73,green,96.0
375,353,"Barn 1, Room 1",2021-12-29,yellow,18.95,green,97.0
376,353,"Barn 1, Room 1",2021-12-30,yellow,19.11,green,96.0
377,353,"Barn 1, Room 1",2021-12-31,green,19.3,green,96.0
378,353,"Barn 1, Room 1",2022-01-01,yellow,17.88,green,96.0
379,353,"Barn 1, Room 1",2022-01-02,red,18.28,green,96.0
380,353,"Barn 1, Room 1",2022-01-03,yellow,19.14,green,97.0
381,353,"Barn 1, Room 1",2022-01-04,red,19.71,green,96.0
382,353,"Barn 1, Room 1",2022-01-05,red,19.06,green,97.0
383,353,"Barn 1, Room 1",2022-01-06,red,19.08,green,97.0
384,353,"Barn 1, Room 1",2022-01-07,red,15.87,green,96.0
385,353,"Barn 1, Room 1",2022-01-08,red,13.49,green,97.0
386,353,"Barn 1, Room 1",2022-01-09,yellow,13.7,green,96.0
387,353,"Barn 1, Room 1",2022-01-10,yellow,13.94,green,97.0
388,353,"Barn 1, Room 1",2022-01-11,yellow,14.01,green,96.0
389,353,"Barn 1, Room 1",2022-01-12,green,13.16,green,96.0
390,353,"Barn 1, Room 1",2022-01-13,yellow,20.09,green,96.0
391,353,"Barn 1, Room 1",2022-01-14,green,20.78,green,97.0
